state_abbr,sector_abbr,year,observed_solar_mw,observed_solar_count,observed_storage_mw,observed_storage_mwh
MS,res,2018,1.5092064367816096,193.99999999999997,0.796969697,1.654545455
MT,com,2014,0.18390804597701094,20.0,0.025757576,0.059090909
MT,com,2016,1.3118390804597708,120.00000000000007,0.063636364,0.14242424199999998
MT,com,2018,3.1038517241379293,207.00000000000009,0.110606061,0.257575758
MT,res,2014,0.7103448275862072,122.99999999999987,0.003030303,0.003030303
MT,res,2016,3.6197701149425288,542.0,0.109090909,0.16969697
MT,res,2018,7.561670114942531,1092.0000000000002,0.796969697,1.654545455
NC,com,2014,99.47800000000004,286.0,0.025757576,0.059090909
NC,com,2016,117.869454545455,472.0,0.063636364,0.14242424199999998
NC,com,2018,122.43585844155805,605.9999999999998,0.110606061,0.257575758
NC,res,2014,13.956397999999993,2461.9999999999995,0.003030303,0.003030303
NC,res,2016,31.050611376623397,5015.999999999997,0.109090909,0.16969697
NC,res,2018,64.61070748051938,9082.999999999998,0.796969697,1.654545455
ND,com,2014,0.0,0.0,0.025757576,0.059090909
ND,com,2016,0.0,0.0,0.063636364,0.14242424199999998
ND,com,2018,0.0,0.0,0.110606061,0.257575758
ND,res,2014,0.0,0.0,0.003030303,0.003030303
ND,res,2016,0.0,0.0,0.109090909,0.16969697
ND,res,2018,0.0,0.0,0.796969697,1.654545455
NE,com,2014,0.0,0.0,0.025757576,0.059090909
NE,com,2016,0.0,0.0,0.063636364,0.14242424199999998
NE,com,2018,0.0,0.0,0.110606061,0.257575758
NE,res,2014,0.0,0.0,0.003030303,0.003030303
NE,res,2016,0.0,0.0,0.109090909,0.16969697
NE,res,2018,0.0,0.0,0.796969697,1.654545455
NH,com,2014,7.3316750000000015,236.0,0.025757576,0.059090909
NH,com,2016,22.953139999999994,648.0,0.063636364,0.14242424199999998
NH,com,2018,36.570475,1107.0,0.110606061,0.257575758
NH,res,2014,4.692552,977.0,0.003030303,0.003030303
NH,res,2016,33.737770114942485,4176.0,0.109090909,0.16969697
NH,res,2018,54.270105747126344,6399.999999999997,0.796969697,1.654545455
NJ,com,2014,984.7800000000003,5688.999999999997,0.25,0.15
NJ,com,2016,1123.6517,6224.0,0.95,0.45
NJ,com,2018,1383.52655095541,7183.000000000001,1.6,2.05
NJ,res,2014,225.78999999999985,27910.0,0.0,0.0
NJ,res,2016,501.593933934424,61727.99999999999,0.0,0.1
NJ,res,2018,773.8042928368629,92353.99999999996,1.6,3.6
NM,com,2014,35.995319999999985,1319.0,0.025757576,0.059090909
NM,com,2016,42.207013999999994,1441.0,0.063636364,0.14242424199999998
NM,com,2018,51.813154,1538.0,0.110606061,0.257575758
NM,res,2014,28.544470724137945,5325.000000000003,0.003030303,0.003030303
NM,res,2016,54.04218444131691,10503.0,0.109090909,0.16969697
NM,res,2018,95.00619888959284,17750.99999999999,0.796969697,1.654545455
NV,com,2014,63.71692799999998,740.0,0.0,0.0
NV,com,2016,100.48360041379296,857.9999999999997,0.0,0.0
NV,com,2018,113.54335098850599,916.9999999999992,0.0,0.0
NV,res,2014,19.480601000000004,3667.9999999999986,0.0,0.0
NV,res,2016,155.8345929540228,23054.999999999967,0.0,0.0
NV,res,2018,249.85371134482787,34992.00000000001,1.1,2.6
NY,com,2014,171.54817799999987,3239.9999999999986,0.05,0.3
NY,com,2016,317.52745351724116,4386.999999999998,1.1,3.25
NY,com,2018,716.8679319080462,5584.0,2.6,6.6
NY,res,2014,163.1521909999999,22346.00000000001,0.0,0.4
NY,res,2016,533.1589168177834,69704.0,0.1,1.1
NY,res,2018,809.7148268235312,105442.00000000007,1.5,4.2
OH,com,2014,69.065803,670.0,0.071428571,0.114285714
OH,com,2016,82.87414800000003,813.0,0.157142857,0.185714286
OH,com,2018,103.70690800000004,932.0,0.792857143,1.428571429
OH,res,2014,6.1979999999999995,972.0,0.0,0.0
OH,res,2016,11.411525899387991,1492.9999999999993,0.0,0.0
OH,res,2018,22.650467592177893,2779.9999999999995,0.14285714300000002,0.314285714
OK,com,2014,0.10459770114942503,9.999999999999996,0.025757576,0.059090909
OK,com,2016,0.24827586206896599,29.000000000000018,0.063636364,0.14242424199999998
OK,com,2018,2.1480586206896595,61.000000000000064,0.110606061,0.257575758
OK,res,2014,0.4896551724137931,123.99999999999996,0.003030303,0.003030303
OK,res,2016,1.1045977011494308,225.0,0.109090909,0.16969697
OK,res,2018,3.3014821839080484,475.99999999999983,0.796969697,1.654545455
OR,com,2014,56.05654300000002,814.0,0.025757576,0.059090909
OR,com,2016,58.02204500000001,931.0,0.063636364,0.14242424199999998
OR,com,2018,75.28996517241387,1116.0000000000002,0.110606061,0.257575758
OR,res,2014,31.72000000000001,7940.999999999996,0.003030303,0.003030303
OR,res,2016,54.85999999999999,11995.000000000005,0.109090909,0.16969697
OR,res,2018,86.9495586206896,16592.999999999996,0.796969697,1.654545455
PA,com,2014,171.37912399999996,2406.9999999999995,0.071428571,0.114285714
PA,com,2016,197.33672410046586,2667.000000000001,0.157142857,0.185714286
PA,com,2018,223.39376160377492,2844.0,0.792857143,1.428571429
PA,res,2014,51.84630400000002,7066.999999999997,0.0,0.0
PA,res,2016,82.43630399999998,11395.99999999999,0.0,0.0
PA,res,2018,171.75031209231898,21694.0,0.14285714300000002,0.314285714
RI,com,2014,0.255843,6.0,0.025757576,0.059090909
RI,com,2016,3.113456202933015,23.000000000000032,0.063636364,0.14242424199999998
RI,com,2018,67.98090735235829,135.99999999999994,0.110606061,0.257575758
RI,res,2014,0.119518,30.0,0.003030303,0.003030303
RI,res,2016,7.177491082045183,869.0,0.109090909,0.16969697
RI,res,2018,26.741287633769346,3739.000000000005,0.796969697,1.654545455
SC,com,2014,0.3657471264367818,20.999999999999996,0.025757576,0.059090909
SC,com,2016,9.995747126436783,105.99999999999994,0.063636364,0.14242424199999998
SC,com,2018,59.9255277653381,314.00000000000017,0.110606061,0.257575758
SC,res,2014,1.11012068965517,220.99999999999997,0.003030303,0.003030303
SC,res,2016,40.05012068965519,4649.999999999999,0.109090909,0.16969697
SC,res,2018,151.58466226302386,16672.99999999998,0.796969697,1.654545455
SD,com,2014,0.0,0.0,0.025757576,0.059090909
SD,com,2016,0.0,0.0,0.063636364,0.14242424199999998
SD,com,2018,0.0,0.0,0.110606061,0.257575758
SD,res,2014,0.0,0.0,0.003030303,0.003030303
SD,res,2016,0.0,0.0,0.109090909,0.16969697
SD,res,2018,0.0,0.0,0.796969697,1.654545455
TN,com,2014,48.038480000000035,611.0000000000001,0.025757576,0.059090909
TN,com,2016,62.06448000000001,778.9999999999999,0.063636364,0.14242424199999998
TN,com,2018,68.77078000000003,867.0000000000003,0.110606061,0.257575758
TN,res,2014,8.455789999999995,763.0000000000003,0.003030303,0.003030303
TN,res,2016,12.282790000000007,1130.9999999999998,0.109090909,0.16969697
TN,res,2018,14.822670000000008,1394.0000000000002,0.796969697,1.654545455
TX,com,2014,41.71900000000002,881.0000000000008,0.0,0.0
TX,com,2016,90.05606100000006,1325.0000000000002,0.0,0.0
TX,com,2018,157.59689185168102,1699.9999999999998,0.15,0.4
TX,res,2014,43.80400000000004,7436.999999999994,0.0,0.0
TX,res,2016,152.27801631352992,22241.999999999996,0.2,0.2
TX,res,2018,321.2997063225311,46505.00000000001,0.9,1.9
UT,com,2014,8.318766999999996,105.00000000000004,0.025757576,0.059090909
UT,com,2016,61.20645964069259,476.9999999999997,0.063636364,0.14242424199999998
UT,com,2018,87.56660642230179,883.0000000000008,0.110606061,0.257575758
UT,res,2014,9.273099999999994,1589.9999999999993,0.003030303,0.003030303
UT,res,2016,104.30577816091991,14842.000000000002,0.109090909,0.16969697
UT,res,2018,225.13062149425298,32112.999999999967,0.796969697,1.654545455
VA,com,2014,6.270000000000005,44.99999999999999,0.071428571,0.114285714
VA,com,2016,15.083999999999998,163.00000000000006,0.157142857,0.185714286
VA,com,2018,26.562598850574698,339.00000000000006,0.792857143,1.428571429
VA,res,2014,3.6869999999999994,684.0,0.0,0.0
VA,res,2016,14.607000000000001,2361.0000000000005,0.0,0.0
VA,res,2018,40.643383218390774,5550.999999999995,0.14285714300000002,0.314285714
VT,com,2014,47.22831000000001,429.0,0.025757576,0.059090909
VT,com,2016,90.391945,627.0,0.063636364,0.14242424199999998
VT,com,2018,148.537525,924.0,0.110606061,0.257575758
VT,res,2014,18.751946,2831.0,0.003030303,0.003030303
VT,res,2016,44.75499999999999,5808.000000000003,0.109090909,0.16969697
VT,res,2018,65.21301000000003,8426.000000000004,0.796969697,1.654545455
WA,com,2014,9.150000000000002,294.0,0.025757576,0.059090909
WA,com,2016,15.389999999999995,460.9999999999996,0.063636364,0.14242424199999998
WA,com,2018,65.93615899999998,5533.999999999994,0.110606061,0.257575758
WA,res,2014,29.4972,5384.000000000002,0.003030303,0.003030303
WA,res,2016,75.3272,11491.000000000002,0.109090909,0.16969697
WA,res,2018,124.21304090804595,17025.999999999996,0.796969697,1.654545455
WI,com,2014,11.5111,510.99999999999983,0.025757576,0.059090909
WI,com,2016,16.57109999999999,631.0,0.063636364,0.14242424199999998
WI,com,2018,37.42198000000001,969.9999999999997,0.110606061,0.257575758
WI,res,2014,7.200990000000003,1443.0,0.003030303,0.003030303
WI,res,2016,11.856190000000002,2281.000000000001,0.109090909,0.16969697
WI,res,2018,19.03509,3534.0,0.796969697,1.654545455
WV,com,2014,0.0,0.0,0.071428571,0.114285714
WV,com,2016,0.0,0.0,0.157142857,0.185714286
WV,com,2018,0.0,0.0,0.792857143,1.428571429
WV,res,2014,0.0,0.0,0.0,0.0
WV,res,2016,0.0,0.0,0.0,0.0
WV,res,2018,0.0,0.0,0.14285714300000002,0.314285714
WY,com,2014,0.1275862068965521,5.0,0.025757576,0.059090909
WY,com,2016,0.4402298850574709,15.000000000000002,0.063636364,0.14242424199999998
WY,com,2018,9.141103448275867,29.0,0.110606061,0.257575758
WY,res,2014,0.22549425287356303,54.99999999999999,0.003030303,0.003030303
WY,res,2016,0.6461379310344826,115.00000000000004,0.109090909,0.16969697
WY,res,2018,2.7465200000000003,377.99999999999983,0.796969697,1.654545455
